arc	source	kind	detail
B145_forced_chirality	main	SUPERSEDED_UNMARKED	B145's FINDINGS.md, README.md, and arc_verdict.json all still state as a load-bearing fact 'every quadratic-trace-field (arithmetic-candidate) bundle is amphichiral -- there is no arithmetic chiral o-p-t bundle' (and cite it as part of 'the strongest canonicity implies amphichirality'). B146 (same batch) documents this arm as refuted-as-stated (wrong trace field used) and B147 documents it as refuted outright (RRL/RLL are fully arithmetic and chiral). None of B145's own files (FINDINGS/README/arc_verdict) were edited to retract or flag this; a reader of B145 alone would believe the false claim. (Note: B146/B147 as separate arcs do correctly supersede it -- this is a within-B145 uncorrected residue, not a project-wide silence.)
B154_silver_bundle_foundation	main	SUPERSEDED_UNMARKED	arc_verdict.json's verdict is still 'PROVED' with supersedes:'B153' and superseded_by:null even though the FINDINGS.md's own CORRECTION banner says the closed-form part of the claim (k=4-m(o-3)) is REFUTED by B157; the verdict JSON does not record that a piece of what it certified was later refuted, so a reader who only consults arc_verdict.json (as the campaign's claim-of-record convention instructs) would not learn of the refutation.
B157_metallic_exponent	main	SUPERSEDED_UNMARKED	FINDINGS.md carries three layered updates in one file (original REFUTED result -> 'NEEDS-SPECIALIST' update -> CORRECTION saying the NEEDS-SPECIALIST mark was premature); the top banner/status line and arc_verdict.json still read only the original REFUTED claim and do not mention the SL(5) o=5 extension or the walked-back NEEDS-SPECIALIST claim, so a reader of the verdict alone would miss the corrected state.
B198_metallic_exponent_CAS	main	SUPERSEDED_UNMARKED	B198's arc_verdict.json still reads verdict PROVED with claim_one_line asserting the k=2 result 'certified to 23 digits' without qualifying the scope; the scope correction (the identity holds only on a ~1% sublocus of the loxodromic component, not on the whole geometric component as B198's original FINDINGS implied) is recorded in B198's FINDINGS.md prose (added later) and in B199, but the verdict JSON's one-line claim does not carry the sublocus caveat.
B199_metallic_exponent_law	main	SUPERSEDED_UNMARKED	B199's own FINDINGS.md documents that B198's original claim of '305/305 unanimous k=2 on the geometric component' was a filter artifact and the true clean fraction is ~1%; B198's arc_verdict.json (see B198 entry) still states the claim without this qualifier, so the correction is recorded in B199 but not reflected in B198's verdict record.
B215_class_field_period_law	main	SUPERSEDED_UNMARKED	B215's arc_verdict.json still lists 'PROVED' with superseded_by: null even though the f>=8 boundary it names as 'open, NEEDS-SPECIALIST' was later resolved (and B215's own d_scalar formula shown to be a special case of B219's content() law); the f in {2,3,4} claim itself stands, but the verdict record does not point forward to B219 which subsumes/generalizes it
B234_handoff_verification	main	SUPERSEDED_UNMARKED	FINDINGS.md ends with an explicit blockquote: 'Superseded framing (B239): the trace-1, disc=1-4det statement here is fragile ... Use the reconciled unimodular law (B239)' — yet arc_verdict.json still carries claim_one_line built entirely on the superseded 'disc=1-4det' framing and superseded_by:null, so a reader of the verdict file alone would not learn the framing was retracted three arcs later.
B235_metallic_table	main	SUPERSEDED_UNMARKED	FINDINGS.md closes with 'See B239 for the referee-proof restatement of the field-ladder closure' pointing to a later, corrected framing, but arc_verdict.json superseded_by remains null.
B265_e6_integrability	main	SUPERSEDED_UNMARKED	"arc_verdict.json's claim_one_line still reads 'establishing E6-irreducible flat connections ... exist' in the present/factual tense, verdict PROVED — but the arc's own in-file correction (2026-06-28) says this 'should read ""they are expected to exist""' pending the still-uncomputed {4,8} obstruction (later closed in B273/B274, separate arcs). The registry line (arc_verdict.json) was never updated to match the softened FINDINGS.md text."
B267_e6_coherence	main	SUPERSEDED_UNMARKED	arc_verdict.json (verdict PROVED) still literally reads 'the arithmetically-selected E6 and the character-variety E6 are the same Lie object' as of the digest date (2026-09-01) — this is exactly the wording an in-directory ADDENDUM (same date) identifies as an unearned 'X IS Y' identification riding on a type-coincidence, and even the earlier B272 correction (2026-06-28) already downgraded the FINDINGS.md prose to a 'consistency check' with only two genuine (non-automatic) facts. The registry line was not corrected by either the 2026-06-28 audit or (as of the files read) the 2026-09-01 proposal, which explicitly states 'Original files unedited.'
B282_e6_is_arithmetic_not_geometric	main	SUPERSEDED_UNMARKED	the addendum notes B727 found the ORIGINAL knot table's headline (2T surjection unique to arithmetic knots) was itself too narrow — 4/13 hyperbolic knots surject onto 2T, including non-arithmetic 7_2,7_3,8_1 — but the FINDINGS body above the addendum still states 'The 2T surjection ... is present ONLY for the arithmetic cusped manifolds' as an unqualified headline; only the addendum at the bottom, and the arc_verdict.json claim_one_line, carry the corrected framing (the overall NEGATIVE conclusion survives, but the specific '2T surjection = arithmetic-only' body claim is superseded in-place and not edited out)
B296_seam_arc_verification	main	SUPERSEDED_UNMARKED	B855 (progress log, 2026-08-02) found m003 IS amphichiral, contradicting this arc's own VERDICTS.md line describing m003 as a 'non-amphichiral control' on the exact line concluding the CS sign law is object-specific; arc_verdict.json here still reads PROVED with no correction/addendum in this arc's own files.
B310_cascade_realization_exhausted	main	SUPERSEDED_UNMARKED	this arc's own FINDINGS.md contains a later-dated 'Refinement (B311, 2026-06-30)' section admitting 'no new object-specific content beyond the banked ω' was 'slightly too strong', because B311 subsequently found the trinification point IS a genuine irreducible A-polynomial branch point — so the FINDINGS text is self-corrected in place (properly marked, not unmarked), but arc_verdict.json's claim_one_line still reads the pre-correction NEGATIVE framing without a superseded_by pointer to B311 despite B311's own arc_verdict.json listing 'supersedes: B310'.
B342_z3_trimaximal_symmetry	main	SUPERSEDED_UNMARKED	B343 (same arc batch, 'supersedes': 'B342' in its own arc_verdict.json) explicitly retracts B342's TM2 identification as a double under-specification (charged-lepton vs neutrino sector conflation) and replaces it with exact TBM (theta_13=0). B342's own arc_verdict.json still has 'superseded_by': null — the supersession is not recorded on the superseded arc's own record, only asserted from the superseding side.
B357_e6_boundary_restriction	main	SUPERSEDED_UNMARKED	B357's FINDINGS.md and arc_verdict.json describe the universal-tau identity as holding 'uniformly in m' with no order qualifier, but a later log entry ('depth-2 bending is theta-graded', 2026-07-03) reports the identity does NOT persist at depth 2 and calls it 'an order-1 rigidity, now sharply bounded.' B357's own committed FINDINGS/verdict.json carry no addendum or cross-reference recording this narrowing (superseded_by: null in arc_verdict.json), so a reader of B357 alone would take the tau identity as unconditional rather than leading-order-only.
B361_seam_local_law	main	SUPERSEDED_UNMARKED	arc_verdict.json for B361 has 'superseded_by': null and FINDINGS.md's own hedge ('stated as a law of the computed range, not proved') is present, but the claim_one_line still asserts 'zero counterexamples' unconditionally and PROVED — while the log shows the very next day's probe (B367) found a counterexample at pair (3,4) and the log explicitly says the law's row needed updating. The committed B361 FINDINGS/verdict were not updated with a superseded_by pointer or corrective addendum at the time of this digest read.
B362_seam_law_confirmations	main	SUPERSEDED_UNMARKED	Same defect as B361: the individual pair computations are fine, but this arc's headline claim ('the law ... zero counterexamples') was refuted the next day by B367's pair (3,4). arc_verdict.json still reads PROVED with superseded_by:null.
B370_massey_depth2	main	SUPERSEDED_UNMARKED	FINDINGS.md and arc_verdict.json both still describe the result as computer-assisted/conditional ('no smooth, period claim'), but the log_index shows a later arc (B578, 2026-07-14) claims the same third-order obstruction 'vanishes exactly' and that B370's conditionality is 'discharged'. Neither B370's FINDINGS nor its arc_verdict.json (this seat's snapshot) reflects that later exact upgrade — the older conditional framing stands uncorrected inside this arc's own files.
B408_seam_hierarchy	main	SUPERSEDED_UNMARKED	The original Phase-1b verdict (PERSISTENCE/EXPANSION, ratio 1.217>1) is explicitly reversed by an adversarial-panel CORRECTION within the same FINDINGS.md file (the seam CONTRACTS, ratio 0.765<1) due to a biased statistic (max over unequal embedding counts). The correction is clearly marked in this file and the arc_verdict.json reflects only the corrected NEGATIVE conclusion, so this is properly propagated here — flagged only because the earlier PERSISTENCE claim could still exist uncorrected in other documents (papers, handoffs) that cited the pre-correction 1.217 ratio; not checked in this pass.
B411_field_dictionary	main	SUPERSEDED_UNMARKED	This arc's own file contains an 'UPDATE (TW4/B418)' appendix stating the actionable 'work upstairs' direction proposed in the main body is REFUTED for the mirror (B418 found no Galois element realizes the mirror cell-locally even in the full field Q(zeta60)) — the update IS present and marked in this file, but the arc_verdict.json's claim_one_line still only states the original (unretracted) 'dictionary killed, boundary/generic split' finding and does not mention that the arc's own proposed follow-up direction was subsequently refuted. Not a full SUPERSEDED_UNMARKED case since the update is visibly appended, but the verdict record does not carry the correction forward.
B426_scale_lever_closed_form	main	SUPERSEDED_UNMARKED	FINDINGS.md still asserts 'every Galois-invariant functional of the orbit is <1' and arc_verdict.json's claim_one_line repeats it verbatim, even though the arc's own ADDENDUM_BOUNDARY_2026-08-14.md proves this false and gives the exact boundary p*=5.5932...; a reader of FINDINGS.md or the verdict alone would not learn the claim was retracted.
B436_child_identity	main	SUPERSEDED_UNMARKED	FINDINGS.md still uses the phrase '−283 field is shared with 5₂, so it is a commensurability-class property' — language B855 (2026-08-02, quoted verbatim inside sibling arcs B438/B440/B443) explicitly retracts as WRONG (4_1 is the unique arithmetic knot complement, so nothing is commensurable with it; the correct framing is non-commensurable coincidence at slope 5 only). B436's own FINDINGS.md was never updated with this correction, unlike B438/B440/B443 which each carry the B855 correction banner.
B437_child_abelian_book	main	SUPERSEDED_UNMARKED	FINDINGS.md still uses 'commensurability class'/'commensurability-shared' language throughout (e.g. 'a commensurability class — the value records the parent's own Alexander data', 'THE INVERSION LAW ... sharpened by B438 ... commensurability-shared') that the later B855 correction (verbatim, in B438/B440/B443) explicitly retracts as wrong (4_1 is the unique arithmetic knot complement — nothing is commensurable with it). This arc's own FINDINGS.md carries no B855 correction banner.
B470_reflection_campaign	main	SUPERSEDED_UNMARKED	"FINDINGS.md's RF1 section still states, uncorrected, 'the theorem: metallic letters are revswap-palindromes, and any word in a palindromic alphabet is word-mirror (uv ~cyc vu)' -- but BREATH_HIERARCHY.md's own later CORRECTION section (dated 2026-07-08, same arc) explicitly retracts exactly this claim as FALSE in that generality for k>=3 blocks (600 counterexamples found), stating '""Every metallic-word bundle is amphichiral"" is retracted as a theorem'. FINDINGS.md was not updated to reflect this retraction, so a reader of FINDINGS alone would carry the false general theorem forward."
B500_child_hunt	main	SUPERSEDED_UNMARKED	"an earlier version of this same FINDINGS.md claimed ""completed 141 of 150, 0/141""; the file now carries the CORRECTION inline, so the retraction IS propagated in this file — flagged here only because downstream logs (B1187 REFUTED-ROUTE) still treat the depth-5 census as usable evidence while it is only 115/150 analyzed."
B511_physics_verdict	main	SUPERSEDED_UNMARKED	"D1_ADVERSARIAL_REVIEW.md's body text still reads ""No standard 3d Rauzy fractal exists"" / ""golden 3d impossible"" as the main argument, with only a short CORRECTION appended at the very end retracting it; a reader stopping partway through the file (as the file's own internal structure invites) would come away with the wrong conclusion. The correction is present (not fully unmarked) but the ratio of retracted-text to correction-text is large."
B518_k025_confirmation	main	SUPERSEDED_UNMARKED	"B518's CORRECTION says Tier B is ""NOT a firewall crossing"" citing B519's original refutation; but B519's own VERDICT.md is later corrected (by the B525 audit) to say the refutation was wrong and the mixed-chain gap-opening pattern IS a live falsifiable prediction. B518's FINDINGS.md, as committed, still carries the now-outdated ""NOT a crossing"" framing without a second correction reflecting B519's own reversal."
B519_re_mining	main	SUPERSEDED_UNMARKED	"arc_verdict.json's own claim_one_line states the arc supersedes nothing formally (""supersedes"": null) despite the content explicitly retracting the arc's OWN prior headline and cell A2's own prior closure — a genuinely self-retracting arc whose verdict.json field for supersession is left null rather than pointing at its own earlier content."
B529_qca_covariance	main	SUPERSEDED_UNMARKED	A CORRECTION dated 2026-07-12 (B530 movement XXIX) is appended at the bottom of FINDINGS.md, reclassifying the golden-angle-coin kill as 'over-strong': the earlier body text ('the golden-angle coin is NOT robustly special either... it does not pass as a clean selection') is not edited or struck through, so the un-corrected verdict text still stands alongside the correction. However arc_verdict.json's claim_one_line/status ('NEGATIVE... loses to 2 of 10') was NOT updated to reflect the CORRECTION's reclassification to OPEN (a real F≠F² coupling resonance, 240,000x lower cost than uncoupled Fibonacci) — the verdict file is stale relative to the arc's own most recent correction.
B530_natural_history	main	SUPERSEDED_UNMARKED	PORTRAIT.md presents itself as the arc's capstone/'complete portrait' covering movements I-XX and declares closure ('the object has said what it has to say at this level of listening'), but FINDINGS.md continues to movement XXXVIII with material corrections (Galois group S4->D4 in movement XXX, parity-label interpretation REFUTED in movement XXXVII, gap-rank and seam-selection reopenings in movement XXIV) that are never folded back into PORTRAIT.md. A reader consulting only PORTRAIT.md (the designated synthesis document) would carry the superseded S4 Galois claim and the closed-door reading of the second-seed seam.
B533_coupling_invariance	main	SUPERSEDED_UNMARKED	B533's headline claim is literally 'exactly 5 types'; this is corrected to 6 types by B535 for length-5 windows. FINDINGS.md itself carries the correction inline ('Census completion (B535...)'), so it is NOT unmarked in this file — but the arc_verdict.json claim_one_line still reads 'exactly 5 depth-stable Perron types' with no reference to the B535 correction, so a reader of only the verdict file would be misled.
B535_coupling_space	main	SUPERSEDED_UNMARKED	B535's own census (6 types, 7 systems, saturating at window length 8) is later shown by B540 to be window-length-limited: the observer flow finds 5 more canonical systems (12 total) beyond windows of length 8. FINDINGS.md's C1 header still reads 'The coupling space is FINITE and now fully mapped' with no inline correction pointing to B540's supersession (B540's own verdict.json lists 'supersedes: B535', so the linkage exists in the registry but not as text edited into this file).
B540_observer_flow	main	SUPERSEDED_UNMARKED	arc_verdict.json for B540 lists 'supersedes: B535' — this is correctly propagated at the registry level, but B535's own FINDINGS.md text (read separately) still describes its census as 'now fully mapped,' i.e. the superseded document's prose was not edited to point forward to B540.
B557_escalator_campaign	main	SUPERSEDED_UNMARKED	FINDINGS.md was only written 2026-08-01 (B840) to consolidate results that had existed since 2026-07-13 in CARRIERS_FINDINGS.md/E2_FINDINGS.md; between those dates a project audit (B837) counted this arc as having no result at all -- an internal filename-drawer failure the project caught and fixed itself, but a stranger reading only FINDINGS.md's creation date without the log could mistake the arc's actual completion timeline.
B571_day0_internalization	main	SUPERSEDED_UNMARKED	The log (Review 16) documents that this arc's CHIRALITY_DOSSIER.md and REPORT.md were merged carrying the pre-correction wording 'the amphichiral involution IS theta, canonically' (a conflation of two distinct involutions later corrected in T-θTANGENT); a CORRECTION note was appended at the end of both files fixing this, but the uncorrected sentence (CHIRALITY_DOSSIER.md line 23, REPORT.md line ~115) still stands verbatim in the body text, relying on the reader reaching the appended note. This matches the arc's own diagnosed burial mode #1 ('the recognized-but-unjoined identity ... a respectable parking lot with no exit ramp') applied to itself.
B582_chiral_play	main	SUPERSEDED_UNMARKED	FINDINGS.md and arc_verdict.json for B582 make no mention that the closure step's supporting code was uncommitted at publication time and only certified the next day by a different arc (B598); a reader of B582's own files alone would not know the PROVED verdict briefly rested on formal argument rather than committed code.
B596_cat_map	main	SUPERSEDED_UNMARKED	arc_verdict.json still reads verdict='NEGATIVE' / claim_one_line describing the failed naive law, with superseded_by=null, even though FINDINGS.md's own later ADDENDUM (2026-07-17) states the status upgraded 'DATA -> DERIVED' and the clock law was in fact found (as ord(A1 mod 3*kappa)). The verdict-of-record file was never updated to reflect the arc's own addendum.
B598_l85_campaign	main	SUPERSEDED_UNMARKED	FINDINGS.md's P2 section header ('the arrow is quadratic') and the flow into 'P3 RESOLVED ... OUTCOME B' are written as if the quadratic-arrow framing stands, but PROGRESS_LOG.md records that framing (including 'B599 is the classical side of P3') as explicitly RETRACTED the same day. The retraction is recorded only in P1_ERRATUM.md's 'SECOND AMENDMENT' subsection, not propagated into FINDINGS.md's main text or arc_verdict.json.
B609_sealed_values	main	SUPERSEDED_UNMARKED	The B601 log_index entry for B611 states: 'B609's exploratory note conflated the listener's matrix element with the spectrum (superseded; sealed values untouched)' and REVIEW 19 confirms 'B609's exploratory unit-modulus note superseded by B611'. The files this seat read for B609 (FINDINGS.md, SEALED_VALUE_TABLE.md) still present the 'finite-order off golden ... law-candidate' exploratory claim without any visible correction/addendum pointing to B611 inside B609's own directory as sampled.
B610_m136_weld	main	SUPERSEDED_UNMARKED	FINDINGS.md still titles/labels the object 'm136' throughout the body text (with only a trailing naming-correction note appended) even though B621 established that census m136 is actually the RRLL bundle; the correction is present but the whole document is written under the superseded name.
B632_cubic_route	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still reads 'a graded three-slot cohomological generation structure ... plus a canonical invariant vev' — but REPAIR_ADJUDICATION.md (in the same arc, same day) explicitly retracted this exact language: v0 relabeled from 'forced vev' to 'invariant-section generator' ('nothing selects it dynamically'), and the three H1 summands relabeled from 'generation slots'/'generation structure' to 'three inequivalent local-system modes' ('three copies of one representation is exactly what this is NOT — the physics-type check is open, not implied'). The verdict file was never updated to match the correction.
B634_conductor_chord	main	SUPERSEDED_UNMARKED	The prereg's central claim ('THE MIRROR IS THE SECOND AXIOM ... the mirror-twist's torsion conductor selects the stage: kappa=5 forced') is corrected by ERRATUM_1 in the same arc directory to a weaker claim (5 divides kappa is a gate; kappa=5 is a choice, not a forced equality) — but because there is no FINDINGS.md/arc_verdict.json for this arc, the uncorrected framing is what appears in the progress-log entry that opened the arc (PROGRESS_LOG.md 2026-07-15), and a reader of the log alone would carry the stronger, since-retracted claim.
B637_corrected_cell3	main	SUPERSEDED_UNMARKED	FINDINGS.md's 'Cross-adjudication' section (dated 2026-07-15) still presents cc2's h1=3 D_conjtheta claim as a confirmed 'fifth manifold' without any in-file correction note, even though the progress log for 2026-07-16 records cc2 explicitly WITHDRAWING that h1=3 value (assumed lambda-sign, superseded by B637 part2a). A reader of FINDINGS.md alone would not learn the value was withdrawn; the withdrawal is recorded only in the log and in B639's FINDINGS ('cc2's withdrawal of their h¹ = 3 ... stands').
B647_core_mechanism	main	SUPERSEDED_UNMARKED	the verdict record (arc_verdict.json) still carries the cell-1-only framing ('the ratio is forced') even though the arc's own FINDINGS.md later (cell 3) dissolves that framing entirely (the ratio is gauge, not forced or an object law); the verdict json's 'superseded_by: null' gives no indication it is stale relative to the arc's later cells.
B660_structure_campaign	main	SUPERSEDED_UNMARKED	The progress log (B662, same day 2026-07-17) records that S4's 'solo block exactly zero' finding was BASIS-LOCAL, not an invariant statement -- yet B660's own FINDINGS.md and arc_verdict.json (this arc's claim of record) still state 'the ENTIRE solo-triple {2,3,4} block is the ZERO MATRIX' as an unqualified banked fact with no correction note in the arc's own files.
B670_anatomy_full	main	SUPERSEDED_UNMARKED	FRONTIER.md, STATUS.md, ATLAS.md and VERDICT_LEDGER.md (the 'living memory' files) all still narrate C1's original synthesis-2 language ('the fifth level speaks'; 'THE ZERO LAW BREAKS UPSTAIRS') without repeating D1's correction (slot-wise, not global, blindness) inline — the correction lives only in c1_vecmassey/FINDINGS_CC2.md's appended note and d1_pairing/FINDINGS_CC2.md. A reader of ATLAS.md alone (ORGAN 8) would not learn the overstatement was retracted.
B673_loop4_integration	main	SUPERSEDED_UNMARKED	d3_results.json's own committed verdict field says 'PARTIAL/MIXED ... does not cleanly match golden's all-nonzero pattern' and 'form_match: null', but FINDINGS_CC2.md, FINDINGS.md, and arc_verdict.json all state the D3 verdict as clean 'FORM-MATCH' / 'K020 satisfied' without ever updating the underlying witness json to reflect the reinterpretation -- the raw computed artifact and the narrative claim disagree and the disagreement is never resolved in a committed re-run.
B674_generation_leg	main	SUPERSEDED_UNMARKED	FINDINGS.md and arc_verdict.json record only the original 'route 1' Eichler-Shimura trace-silence result (2026-07-18, early). But the arc directory (same date-stamped, same session) contains a much larger subsequent campaign not reflected in either: a full W2 Molien-cell design cycle that ran to completion and was KILLED-AT-(iii) (w2_step3/STEP3_VERDICT.md), a formal W3 terminal enumeration naming a sole survivor class (w3_enum_cc), and a currently-STOPPED, unresolved one-shot design attempt on that survivor (w3_support/SUPPORT_PRETEST_STOP.md) whose stop reason raises a live circularity concern. None of this downstream state -- including the genuinely still-open question -- is surfaced in the arc's own claim-of-record files.
B682_habiro_dictionary	main	SUPERSEDED_UNMARKED	PHASE0_EXTRACTION_CC.md contains an inline '[CORRECTED B685]' fixing an earlier {3,5} misreading to 'PURE BEING, not {3,5}' -- the correction IS marked in this file, but there is no arc_verdict.json/FINDINGS.md for this arc at all, so a reader who only sees B682 referenced elsewhere (e.g. B1155's log line, or the DICTIONARY.md table) has no single canonical status pointer; the correction lives only inside prose.
B685_generation_terminal	main	SUPERSEDED_UNMARKED	This packet's FINDINGS.md/arc_verdict.json carry no addendum reflecting the multi-month partial-correction chain (B776, B800, B839, B1187) that the progress log documents against this exact arc's central claim; a reader of only the arc's own files would not know the discriminator was reconstructed from first principles later, nor that a piece of it is still open.
B709_turok_marriage_adjudication	main	SUPERSEDED_UNMARKED	The KEEP kernel bullet 'Strong-CP-by-mirror' carries a later inline FENCE (dated 2026-08-10) noting a downstream nine-file overclaim seeded by this exact phrasing was withdrawn; the fence is present in this file (good — it is marked), so this is NOT itself unmarked, but flags that the underlying identification (CS=0 explaining θ_QCD=0) is refused pending a typed functor per B1009/B813.
B717_observer_emergence	main	SUPERSEDED_UNMARKED	B1000/B1001 (2026-08-09, per log) states its declared prior expectation was 'to correct B717' and finds the correct closing count is 5 (not B717's 4), reconciling B717's '4' as a count of SECTORS rather than CLOSINGS. B717's own arc_verdict.json still has superseded_by: null and FINDINGS.md is unedited to reflect this refinement — a reader of B717 alone would take '4 closings' at face value.
B723_build_the_observer	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line ('the type-III observer apparatus is built... measurement is identified as the β=1 KMS symmetry breaking') is left unedited despite FINDINGS.md's own correction banner retracting the chirality and values/torsor group-identification clauses that underpinned the SSB/measurement reading being 'identified'; a reader consulting only arc_verdict.json (as this campaign's per-arc claim-of-record convention does) would not learn of the retraction.
B734_m004_is_congruence	main	SUPERSEDED_UNMARKED	The ADDENDUM (filed one day after FINDINGS/verdict, in the same directory) computes and states that under the STANDARD principal-congruence definition the level is (4), not (8); it explicitly says 'LAW_MAP rows 128/129 keep their (8) wording until [cc2] consensus lands' — but arc_verdict.json's claim_one_line and FINDINGS.md's header still assert level (8) uncorrected, and this is the file a stranger reading only claim_of_record would take as final.
B746_golden_ledger	main	SUPERSEDED_UNMARKED	The log records a later challenge (B857, 2026-08-02) to exactly the F11 absence claim this arc's central finding rests on ('a grep over artifacts is not a proof of absence... those artifacts PREDATE B797 BY A WEEK'), but this arc's FINDINGS.md and arc_verdict.json carry no correction header or note reflecting that challenge -- the original grep-based GAP claim still stands uncorrected in the arc's own files.
B759_qp3_integration	main	SUPERSEDED_UNMARKED	B759's FINDINGS.md states as a general law 'for a manifold with trace field Q(sqrt(-d)), the coupling is sqrt(d)' — this was tested out-of-family at 5_2 by B764 (same day, 2026-07-22) and found to FAIL, with a corrected pair-separation law substituted. B759's own FINDINGS.md carries no addendum or correction pointer to B764; a reader of B759 alone would take the false general law at face value.
B767_stabilizations	main	SUPERSEDED_UNMARKED	FINDINGS.md/output.txt/results.json still present the TOMB-L34 '3 seeds' stability claim and the WALL-7 'no-roots' interpolation logic as originally written; the correction lives only in a separate ADDENDUM file in the same directory, not inline in FINDINGS.md or reflected in output.txt/results.json themselves.
B781_m003_sister	main	SUPERSEDED_UNMARKED	FINDINGS.md documents the audit correction in its own 'AUDIT UPGRADE' section (so the FINDINGS text is not unmarked), but the underlying results.json and compute.py were never updated to reflect the corrected derivation — they still encode/print the pre-audit assertion as if final, so a reader of results.json alone (without FINDINGS.md's addendum) sees the unresolved candidate set silently collapsed to -3.
B786_torsor_theta_iota	main	SUPERSEDED_UNMARKED	B786's FINDINGS.md and arc_verdict.json (superseded_by: null) still present the rank-4 (full non-self-dual SL(3)) claim as CONDITIONAL on cc3's S-derivation, but the log records a same-day follow-up arc B787 sharpening this to UNCONDITIONAL via an independent mechanism (A5-ambivalence + monodromy inversion), and a later audit (B817, 2026-07-30) explicitly calls out that 'B786's claim stopping at its own content' without reaching B787's refinement is a known gap. B786's own committed files were not updated to point forward.
